,Headline,Country
4774,"Kansas issued a face mask order. Counties that opted out saw COVID-19 cases rise 100% in 6 weeks, CDC says",Kansas
4775,Governor: Kansas to receive first COVID-19 vaccine by mid-December,Kansas
4776,Two KU Jayhawks hoops players out for Big 12 Tournament because of COVID-19 protocols,Kansas
4777,"The COVID-19 'Notebook': Kansas couple fights the coronavirus together, both leave a legacy of true love",Kansas
4778,Kansas governor gives timeline of when COVID-19 vaccine will be available,Kansas
4779,Want a COVID vaccine in Kansas? Here are pharmacies offering doses this week,Kansas
4780,Kansas records first death from a school cluster; KDHE names 39 of 241 active outbreaks,Kansas
4781,"Johnson County limits gatherings, restaurant and bar hours to slow COVID-19 spread",Kansas
4782,"Delta variant causing 80% of new COVID cases in 4 states, 96% in MO",Kansas
4783,How and Where to Get COVID-19 Vaccines and Boosters in Kansas,Kansas
4784,Kansas City COVID-19 Daily Briefing for Nov. 12,Kansas
4785,New daily COVID-19 cases and deaths spike to 6-week highs as delta variant spreads rapidly,Kansas
4786,Kansas City Chiefs' Barber Tests Positive For COVID-19,Kansas
4787,Two Kansas City Chiefs landed on reserve/COVID list because of barber’s positive test,Kansas
4788,"If you live or work in Jackson County, here’s how to sign up for a COVID vaccination",Kansas
4789,Updated Daily: What We Know About COVID-19 In Kansas,Kansas
4790,"All 62 residents at Kansas nursing home have COVID, 10 have died",Kansas
4791,Kansas hospitals feel strain of COVID surge,Kansas
4792,"COVID Vaccine Resources & Information for Lawrence, KS in Douglas County Kansas",Kansas
4793,Sedgwick County man first to receive COVID-19 vaccine in his home,Kansas
4794,"How, where to sign up for COVID-19 vaccine in Kansas City area",Kansas
4795,"Deadliest place in America: They shrugged off the pandemic, then their family and friends started dying",Kansas
4796,COVID-19 vaccine dashboard: Find out where your county stands,Kansas
4797,"Maps show uncontrolled COVID-19 spread in Kansas, Missouri",Kansas
4798,"All Kansas City Chiefs players test negative for COVID-19, according to report",Kansas
4799,6-year-old is first child death from COVID-19 in Kansas,Kansas
4800,"Officials say COVID-19 cases on the rise in Kentucky, southern Indiana",Kentucky
4801,Kentucky’s COVID-19 positivity rate jumps above 8% as Omicron variant looms,Kentucky
4802,"Omicron variant, booster shots, case count: Tracking COVID-19 in Kentucky, Indiana",Kentucky
4803,"Booster shots, omicron variant: Tracking COVID-19 in Ohio, Kentucky, Indiana",Kentucky
4804,Eastern Kentucky school system set to host COVID-19 vaccine clinic Thursday,Kentucky
4805,Kentucky judge blocks Biden COVID-19 vaccine mandate for federal contractors,Kentucky
4806,Beshear authorizes COVID-19 boosters for all Kentucky adults,Kentucky
4807,How safe is it to gather for Thanksgiving in Louisville? This map measures COVID-19 risk,Kentucky
4808,Kentucky tops 10K COVID-19 deaths since start of pandemic,Kentucky
4809,"In month since rollout, 41K Kentucky children get vaccinated",Kentucky
4810,Rise in COVID-19 infections puts Louisville back in the 'red zone',Kentucky
4811,Counties with highest COVID-19 infection rates in Kentucky,Kentucky
4812,Central Ky. school district switches to NTI after rapid increase in COVID-19 cases,Kentucky
4813,Kentucky Governor Makes Case for COVID-19 Booster Shots,Kentucky
4814,"Henderson County reports 93 new COVID cases, one death",Kentucky
4815,Muhlenberg Co. reports 3 new COVID-19 deaths,Kentucky
4816,University of Kentucky places 24 employees on leave for not complying with COVID-19 policy,Kentucky
4817,'This is a big day:' Rollout of child COVID-19 vaccine begins in Kentucky,Kentucky
4818,Here's what Louisville doctors are saying about the new omicron COVID-19 variant,Kentucky
4819,Kentucky Fish and Wildlife testing deer for COVID-19 antibodies amid outbreaks in other states,Kentucky
4820,Whitmer seeks $300 million for COVID-19 testing at schools,Kentucky
4821,"These Are The Counties In The Cincinnati, OH-KY-IN Metro Area With The Least COVID-19",Kentucky
4822,New Requirements for COVID-19 Vaccination and Masking,Kentucky
4823,COVID-19 Pandemic spotlights greater need for telehealth training,Kentucky
4824,Kentucky Board of Education sets corporal punishment safeguards in new regulation,Kentucky
4825,Healthcare workers discuss 'pandemic fatigue' following new Omicron COVID-19 variant,Kentucky
4826,Omicron is coming. Complacency is our worst enemy in fight against this variant.,Kentucky
4827,"Kentucky COVID-19 cases holding steady; Hopkins, Caldwell counties among worst outbreaks",Kentucky
4828,Free COVID-19 at-home test kits still available to some Louisville residents,Kentucky
4829,Mural honoring health care workers unveiled in Northern Kentucky,Kentucky
4830,"Health district reports 11 new COVID deaths, 450 cases",Kentucky
4831,Four new COVID-19 deaths reported for Henderson County,Kentucky
4832,Lexington doctor on new Omicron variant,Kentucky
4833,Henderson County's COVID cases up 30.7%; Kentucky cases plummet 30.6%,Kentucky
4834,Kentucky Army National Guard recognized for work in long term healthcare facilities - ABC 36 News,Kentucky
4835,US reports 1st case of omicron variant in returning traveler,Kentucky
4836,"The new Miss USA is Elle Smith, a local TV reporter from Kentucky",Kentucky
4837,"COVID-19: Ky. Sees Kids' Cases Up 400% in Month, Highest-Ever Admissions",Kentucky
4838,Henderson County COVID-19 vaccine tracker: 45% of people fully vaccinated,Kentucky
4839,"Ohio Valley childhood obesity rates have increased, putting kids at greater risk of severe COVID-19 illness",Kentucky
4840,President McFaddin addresses COVID-19 and employee incentives in end-of-year update,Kentucky
4841,Four new distilleries added to Kentucky Bourbon Trail,Kentucky
4842,Indiana’s COVID-19 surge continued over Thanksgiving weekend,Kentucky
4843,Kentucky COVID-19 Hospitalizations lead the nation,Kentucky
4844,Kentucky reporting new cases of COVID-19 at levels not seen since March,Kentucky
4845,Toadies Reschedule COVID-Delayed Show at Madison Theater in Covington,Kentucky
4846,Clark Co. schools change school menus because of COVID-19,Kentucky
4847,COVID-19 mu variant confirmed in Kentucky. Here's what to know,Kentucky
4848,Kentucky lawmakers meet for special session to discuss COVID-19 measures,Kentucky
4849,Class 4A football finals preview: Johnson Central vs. Boyle County,Kentucky
4850,A Kentucky man says he paid Covid-19 no attention. Now he has it and he wants you to know it's no joke,Kentucky
4851,COVID-19 on the rise again in Kentucky after months of decline,Kentucky
4852,"Sicker patients, fewer empty beds: A look at Kentucky's COVID-19 hospitalizations",Kentucky
4853,How new federal COVID-19 rules will impact Kentucky,Kentucky
4854,Central Kentucky health departments overwhelmed by COVID-19,Kentucky
4855,‘Absolutely alarming.’ Beshear mandates masks in schools as COVID-19 explodes in KY.,Kentucky
4856,"Most Kentucky COVID-19 restrictions end Friday, but some will remain",Kentucky
4857,COVID-19 hospitalizations going up in Kentucky; majority are unvaccinated,Kentucky
4858,'A distinct upward trend': Rise in COVID cases in kids alarms Kentucky pediatric doctors,Kentucky
4859,"COVID-19 in Kentucky, Indiana: Tracking vaccines, cases, restrictions, latest guidance",Kentucky
4860,"After a brutal delta surge, COVID is waning in Kentucky. Is it too soon to celebrate?",Kentucky
4861,Health departments in southeastern Kentucky becoming overwhelmed with COVID-19 cases,Kentucky
4862,Do I have to wear a mask? When it’s required and recommended in KY.,Kentucky
4863,Gov. Beshear says official data now shows COVID-19 cases on the decline in Kentucky,Kentucky
4864,Tuesday COVID-19 Update: Positivity rate increasing in Kentucky,Kentucky
4865,Delta Variant Fueling Rise In Kentucky COVID-19 Cases,Kentucky
4866,'World is on fire': Kentucky health care workers exhausted amidst latest COVID-19 surge,Kentucky
4867,Bill filed to limit COVID-19 vaccine mandates by Indiana House Republicans,Kentucky
4868,Governor Andy Beshear announces fall COVID-19 guidance for K-12 schools as positivity rate nears 8%,Kentucky
4869,Kentucky sees biggest Covid-19 surge yet,Kentucky
4870,"As COVID overwhelms Kentucky, rural churches join the vaccine drive : Shots - Health News",Kentucky
4871,COVID-19 in Kentucky: Variant cases have doubled; Beshear says travel OK for fully vaccinated,Kentucky
4872,Lexington doctor discusses status of COVID-19 in Kentucky,Kentucky
4873,Kentucky hospitals reviewing visitation policies as COVID-19 cases decrease,Kentucky
4874,Kentucky school district cancels classes due to COVID cases,Kentucky
4875,Fewer COVID-19 restrictions in Kentucky to kick off Memorial Day weekend: What to know,Kentucky
4876,FEMA sending teams to help areas hard-hit by Kentucky's COVID-19 surge,Kentucky
4877,New COVID-19 cases at lowest point in Kentucky in nearly a year,Kentucky
4878,Gov. Andy Beshear: Republicans 'punt on first down' with Kentucky COVID-19 special session,Kentucky
4879,Kentucky Children's Hospital seeing surge in COVID-19 patients,Kentucky
4880,Could JCPS return to virtual learning? How do school quarantines work? Here's what to know,Kentucky
4881,"COVID-19: Ky. Healthy at Work Requirements Amended; 18 NKY Cases, 1 Local Death",Kentucky
4882,Louisville enters new phase of dealing with COVID-19,Kentucky
4883,Kentucky COVID-19 Cases Continue to Increase,Kentucky
4884,"Recent COVID-19 outbreak linked to Kentucky church service, officials say",Kentucky
4885,"Kentucky reports decline in weekly COVID-19 cases, Beshear says",Kentucky
4886,Kentucky loosening more COVID-19 restrictions this month. Here are the changes,Kentucky
4887,COVID-19 already disrupting the new school year,Kentucky
4888,"Green River District reports 5 new COVID deaths, 547 new cases since Fri.",Kentucky
4889,KY finds 260 COVID-19 deaths from early days of the pandemic. Senior centers opening.,Kentucky
4890,"Gov. Beshear reports COVID-19 outbreak in eastern Ky. nursing home, appears to be new variant",Kentucky
4891,"'It never stops': In a US COVID-19 hot spot, a viral surge tests one Appalachian clinic",Kentucky
4892,How rising COVID-19 cases changed Kentucky colleges’ plans for the fall semester,Kentucky
4893,More school employees die of COVID-19 in Kentucky,Kentucky
4894,New COVID-19 variant detected at KY nursing home. 1 vaccinated resident hospitalized.,Kentucky
4895,Kentucky Congressman Highlights Importance of COVID Shots,Kentucky
4896,Sununu visits Kentucky to learn how state's handling COVID-19 surge,Kentucky
4897,How Kentucky's colleges are handling COVID-19,Kentucky
4898,Ky. hospital sets up tent for overflow capacity as COVID cases surge,Kentucky
4899,A Year of COVID-19 in Kentucky,Kentucky
4900,"While Henderson County's COVID cases fall 27.8%, Kentucky cases see an uptick",Kentucky
4901,Kentucky’s COVID-19 positivity rate jumps above 8% as Omicron variant looms,Kentucky
4902,"Kentucky Surpasses 10,000 Coronavirus-Related Deaths",Kentucky
4903,"Omicron variant, booster shots, case count: Tracking COVID-19 in Kentucky, Indiana",Kentucky
4904,Beshear: Any fully vaccinated adult in KY now eligible for a COVID-19 vaccine booster,Kentucky
4905,"Booster shots, omicron variant: Tracking COVID-19 in Ohio, Kentucky, Indiana",Kentucky
4906,Health experts brace for what impact Omicron variant will have,Kentucky
4907,Beshear gets booster shot. State’s declining rate of COVID cases begins to level off.,Kentucky
4908,How safe is it to gather for Thanksgiving in Louisville? This map measures COVID-19 risk,Kentucky
4909,"Judge blocks vaccine mandate for federal contractors in Ohio, Kentucky",Kentucky
4910,"In month since rollout, 43K Kentucky children get vaccinated",Kentucky
4911,"Henderson County reports 93 new COVID cases, one death",Kentucky
4912,Northern Kentucky lab processing Tri-State COVID tests amid increased travel,Kentucky
4913,"These Are The Counties In The Cincinnati, OH-KY-IN Metro Area With The Least COVID-19",Kentucky
4914,British transplant enjoying life in Kentucky,Kentucky
4915,"White House coronavirus team will brief governors, Congress on omicron variant this week",Kentucky
4916,Reporting error: Some JCPS families sent negative COVID results despite not being tested,Kentucky
4917,"Kentucky COVID-19 cases holding steady; Hopkins, Caldwell counties among worst outbreaks",Kentucky
4918,Henderson County's COVID cases up 30.7%; Kentucky cases plummet 30.6%,Kentucky
4919,Miss Kentucky Elle Smith takes the Miss USA crown,Kentucky
4920,US reports 1st case of omicron variant in returning traveler,Kentucky
4921,Kentucky reporting new cases of COVID-19 at levels not seen since March,Kentucky
4922,Tri-State labs looking for omicron variant as travel restrictions go into effect,Kentucky
4923,Kentucky Schools Struggle With Coronavirus Outbreaks,Kentucky
4924,Henderson County COVID-19 vaccine tracker: 45% of people fully vaccinated,Kentucky
4925,Japan suspends new reservations on all incoming flights,Kentucky
4926,Henderson County's COVID cases up 52.2%; Kentucky cases surge 53.7%,Kentucky
4927,COVID-19 on the rise again in Kentucky after months of decline,Kentucky
4928,‘Absolutely alarming.’ Beshear mandates masks in schools as COVID-19 explodes in KY.,Kentucky
4929,COVID-19 delta variant continues to surge. What other variants have been found in Kentucky?,Kentucky
4930,Kentucky governor suffers legal defeat in combating Covid surge,Kentucky
4931,Ky. school endures death of 2nd staffer from coronavirus. 2 more hospitalized,Kentucky
4932,"Kentucky reports decline in weekly COVID-19 cases, Beshear says",Kentucky
4933,New COVID-19 variant detected at KY nursing home. 1 vaccinated resident hospitalized.,Kentucky
4934,Kentucky COVID-19 Hospitalizations lead the nation,Kentucky
4935,Kentucky bride-to-be who was concerned about COVID vaccine dies of virus at age 29,Kentucky
4936,Henderson reports 22 cases as COVID numbers continue to fall,Kentucky
4937,"As COVID overwhelms Kentucky, rural churches join the vaccine drive : Shots - Health News",Kentucky
4938,‘We are no longer in crisis.’ Beshear ends most COVID-19 restrictions in Kentucky.,Kentucky
4939,Gov. Andy Beshear eases Kentucky's coronavirus mask mandate at many outdoor events,Kentucky
4940,Kentucky firefighter refused COVID vaccine over politics. Then virus hospitalized him,Kentucky
4941,Kentucky school district cancels classes due to COVID cases,Kentucky
4942,"Ark Encounter, one of most-visited attractions in KY, earns 2021 Traverse Silver Award from KTIA",Kentucky
4943,"Health district reports 391 new COVID cases, 8 deaths in Henderson County area",Kentucky
4944,"Kentucky coronavirus death toll exceeds 6,000 as vaccine appointments go unused",Kentucky
4945,"Lexington COVID-19 cases jump. Variants, camp cluster, fewer restrictions to blame.",Kentucky
4946,Kentucky coronavirus cases are nearly double what they were two weeks ago; vaccinations down by half,Kentucky
4947,‘Begging us to not let them die.’ KY hospital staffers describe fight against COVID.,Kentucky
4948,Kentucky hospitals sound the alarm as beds fill with younger COVID-19 patients,Kentucky
4949,‘Back to normal.’ Beshear removing almost all COVID-19 restrictions in KY on June 11.,Kentucky
4950,COVID-19 in Kentucky: Variant cases have doubled; Beshear says travel OK for fully vaccinated,Kentucky
4951,"COVID-19 Deaths, Infection Rates in Ky. Prisons Among Nation's Worst",Kentucky
4952,Kentucky hospital pushed to its limits as lawmakers extend state of emergency due to Covid-19 surge,Kentucky
4953,COVID vaccine eligibility expanding. Bars open later. Audit finds 604 extra KY deaths.,Kentucky
4954,40% of severe COVID-19 infections at KY Children’s Hospital came in the last 2 weeks,Kentucky
4955,"These capacity rules for Kentucky restaurants, bars and venues ease ahead of Memorial Day",Kentucky
4956,‘You should see what we see.’ What it’s like inside KY hospitals swamped by COVID-19.,Kentucky
4957,How new federal COVID-19 rules will impact Kentucky,Kentucky
4958,"As Delta variant fuels rise in cases, KY officials decry false information on vaccines",Kentucky
4959,COVID-19 mu variant confirmed in Kentucky. Here's what to know,Kentucky
4960,How you could win $1 million or a scholarship by getting a COVID-19 vaccine in KY,Kentucky
4961,Do I have to wear a mask to the grocery store in KY? What the new CDC guidance means.,Kentucky
4962,Governor Andy Beshear announces fall COVID-19 guidance for K-12 schools as positivity rate nears 8%,Kentucky
4963,Kentucky Congressman Highlights Importance of COVID Shots,Kentucky
4964,‘He went downhill so fast.’ Dad who lost 15-year-old KY student to COVID warns others,Kentucky
4965,"Kentucky nursing home, jail hit by COVID-19 outbreaks in area with low vaccine rates",Kentucky
4966,893 new cases of COVID-19 reported in Kentucky on Tuesday,Kentucky
4967,KY finds 260 COVID-19 deaths from early days of the pandemic. Senior centers opening.,Kentucky
4968,"1,211 new Kentucky coronavirus cases & 37 deaths. Vaccine eligibility expanded.",Kentucky
4969,Capacity increasing at KY businesses. COVID-19 vaccinations projected to double.,Kentucky
4970,New Covid variant from Japan detected in Kentucky nursing home,Kentucky
4971,"COVID Watch: A year later, a column comes to an end as coronavirus ebbs in Kentucky",Kentucky
4972,"Gov. Sununu, NH Officials Visit Kentucky to Study COVID Surge",Kentucky
4973,"How Many Coronavirus Cases In Ky. Jails? We Don't Know, And State Won't Say",Kentucky
4974,Kentucky Sen. Rand Paul calls for people to 'resist' CDC as COVID delta variant spreads,Kentucky
4975,4 cases of the U.K. coronavirus variant reported in NKY,Kentucky
4976,Kentucky sees biggest Covid-19 surge yet,Kentucky
4977,It’s the seventh-deadliest day of the COVID-19 pandemic in Kentucky with 51 deaths,Kentucky
4978,Kentucky opening COVID-19 vaccinations to everyone 16 and older starting Monday,Kentucky
4979,Updated data: Kentucky counties with the worst and best COVID vaccination rates,Kentucky
4980,Gov. Andy Beshear: Republicans 'punt on first down' with Kentucky COVID-19 special session,Kentucky
4981,A Year of COVID-19 in Kentucky,Kentucky
4982,KY judge blocks Beshear’s COVID-19 orders at some restaurants and bars,Kentucky
4983,646 new cases of COVID-19 reported in Kentucky on Friday,Kentucky
4984,More school employees die of COVID-19 in Kentucky,Kentucky
4985,Kentucky school boards overwhelmingly keep mask mandates after Republicans repealed statewide directive,Kentucky
4986,Delta variant becomes the dominant COVID strain in Indiana; Kentucky could follow soon,Kentucky
4987,"5 counties in Kentucky listed as critical on COVID-19 map, including 3 in Tri-State",Kentucky
4988,"Increasingly, Lexington doctor sees unvaccinated teachers on oxygen and ventilators",Kentucky
4989,Gov. Beshear says official data now shows COVID-19 cases on the decline in Kentucky,Kentucky
4990,"Green River District reports 5 new COVID deaths, 547 new cases since Fri.",Kentucky
4991,Kentucky AG criticizes governor's handling of COVID crisis,Kentucky
4992,"Coronavirus outbreak in Kentucky nursing home linked to R.1 variant, prompts concern over vaccine impact",Kentucky
4993,Republicans Threaten Government Shutdown Over Vaccine Mandates,Kentucky
4994,The Latest: Kentucky Gov. Reports Record COVID Numbers,Kentucky
4995,"Most KY schools wanted to make masks optional, even as COVID-19 surges. Here’s why.",Kentucky
4996,"With most of Kentucky in COVID-19 red zone, local school districts discuss possible mask mandates",Kentucky
4997,"Kentucky eases COVID capacity limits on businesses, events",Kentucky
4998,Central Kentucky health departments overwhelmed by COVID-19,Kentucky
4999,Kentucky Republican senator among latest in breakthrough COVID-19 cases: 'New ballgame',Kentucky
5000,Kentucky’s COVID-19 positivity rate jumps above 8% as Omicron variant looms,Kentucky
5001,"While Henderson County's COVID cases fall 27.8%, Kentucky cases see an uptick",Kentucky
5002,"Booster shots, omicron variant: Tracking COVID-19 in Ohio, Kentucky, Indiana",Kentucky
5003,Kentucky judge blocks Biden COVID-19 vaccine mandate for federal contractors,Kentucky
5004,Eastern Kentucky school system set to host COVID-19 vaccine clinic Thursday,Kentucky
5005,"Omicron variant, booster shots, case count: Tracking COVID-19 in Kentucky, Indiana",Kentucky
5006,"KY records its 10,000th COVID-19 death as month-long decline shows signs of stalling",Kentucky
5007,"Three new COVID deaths, 44 new cases in Henderson County, Green River District reports",Kentucky
5008,Beshear gets booster shot. State’s declining rate of COVID cases begins to level off.,Kentucky
5009,How safe is it to gather for Thanksgiving in Louisville? This map measures COVID-19 risk,Kentucky
5010,Beshear authorizes COVID-19 boosters for all Kentucky adults,Kentucky
5011,"Henderson County reports 93 new COVID cases, one death",Kentucky
5012,Here's what Louisville doctors are saying about the new omicron COVID-19 variant,Kentucky
5013,University of Kentucky places 24 employees on leave for not complying with COVID-19 policy,Kentucky
5014,Health experts brace for what impact Omicron variant will have,Kentucky
5015,WATERS: COVID's unearthing of Kentucky's parents | Columns | thetimestribune.com,Kentucky
5016,Central Ky. school district switches to NTI after rapid increase in COVID-19 cases,Kentucky
5017,"In month since rollout, 41K Kentucky children get vaccinated",Kentucky
5018,Counties with highest COVID-19 infection rates in Kentucky,Kentucky
5019,Northern Kentucky lab processing Tri-State COVID tests amid increased travel,Kentucky
5020,Which Kentucky counties are in the 'red' COVID-19 zone? See if your county is on the list,Kentucky
5021,"Kentucky woman filed fraudulent requests for $70,000 in coronavirus aid, grand jury charges",Kentucky
5022,Reporting error: Some JCPS families sent negative COVID results despite not being tested,Kentucky
5023,"White House coronavirus team will brief governors, Congress on omicron variant this week",Kentucky
5024,"Miss Universe Pageant Already Hit by COVID, Miss Kentucky Will Represent USA",Kentucky
5025,Whitmer seeks $300 million for COVID-19 testing at schools,Kentucky
5026,New Requirements for COVID-19 Vaccination and Masking,Kentucky
5027,Kentucky Board of Education sets corporal punishment safeguards in new regulation,Kentucky
5028,"These Are The Counties In The Clarksville, TN-KY Metro Area With The Least COVID-19",Kentucky
5029,"Trump was COVID positive before debate, ex-aide says in book",Kentucky
5030,"Commissioner's View: From Technology to Student Input, COVID Experiences Give Kentucky a Chance to Do Education Differently",Kentucky
5031,Tri-State labs looking for omicron variant as travel restrictions go into effect,Kentucky
5032,CDC expands omicron testing to four airports as direct flights continue from southern Africa,Kentucky
5033,Free COVID-19 at-home test kits still available to some Louisville residents,Kentucky
5034,‘It was just a matter of time.’ Fauci urges familiar COVID-19 protections with omicron arrival,Kentucky
5035,US reports 1st case of omicron variant in returning traveler,Kentucky
5036,November Ends With Flurry of Litigation Regarding Various COVID Vaccine Mandates,Kentucky
5037,"New Albany, Oldham County school districts change indoor masking policies",Kentucky
5038,Labs hunting for omicron start their search with a clue in positive coronavirus tests,Kentucky
5039,COVID-19 Pandemic spotlights greater need for telehealth training,Kentucky
5040,Toadies Reschedule COVID-Delayed Show at Madison Theater in Covington,Kentucky
5041,Lexington weighs spending $10 million in COVID money on youth sports complex,Kentucky
5042,"After COVID-caused delay, Truman Library to reopen this week",Kentucky
5043,Blaming COVID: Biden sees common culprit for country's woes,Kentucky
5044,US men's ski racer positive for COVID before Colorado races,Kentucky
5045,Japan suspends new reservations on all incoming flights,Kentucky
5046,Henderson County COVID-19 vaccine tracker: 45% of people fully vaccinated,Kentucky
5047,"Ohio Valley childhood obesity rates have increased, putting kids at greater risk of severe COVID-19 illness",Kentucky
5048,Cowboys' McCarthy out vs. Saints after positive COVID test,Kentucky
5049,Ky. Nurse Who Worked on COVID Frontlines Wins $200K Lottery on First Day of Retirement: 'Meant to Be',Kentucky
5050,President McFaddin addresses COVID-19 and employee incentives in end-of-year update,Kentucky
5051,Indiana’s COVID-19 surge continued over Thanksgiving weekend,Kentucky
5052,"COVID-19: Ky. Has Highest Number of People in Hospital, ICU, and on Ventilators",Kentucky
5053,"Health district reports 277 new COVID cases, nine deaths",Kentucky
5054,Bill filed to limit COVID-19 vaccine mandates by Indiana House Republicans,Kentucky
5055,"Health district reports 391 new COVID cases, 8 deaths in Henderson County area",Kentucky
5056,How COVID-19 shots for kids can help prevent dangerous new variants,Kentucky
5057,"Kentucky COVID-19 cases holding steady; Hopkins, Caldwell counties among worst outbreaks",Kentucky
5058,Kentucky reporting new cases of COVID-19 at levels not seen since March,Kentucky
5059,Republicans Threaten Government Shutdown Over Vaccine Mandates,Kentucky
5060,"Dutch, Australians find omicron variant; others curb travel",Kentucky
5061,Henderson County's COVID cases up 30.7%; Kentucky cases plummet 30.6%,Kentucky
5062,More than 100 local newsrooms closed during the coronavirus pandemic – Poynter,Kentucky
5063,COVID-19 on the rise again in Kentucky after months of decline,Kentucky
5064,Kentucky governor suffers legal defeat in combating Covid surge,Kentucky
5065,Clark Co. schools change school menus because of COVID-19,Kentucky
5066,A Kentucky man says he paid Covid-19 no attention. Now he has it and he wants you to know it's no joke,Kentucky
5067,‘Absolutely alarming.’ Beshear mandates masks in schools as COVID-19 explodes in KY.,Kentucky
5068,Kentucky Schools Struggle With Coronavirus Outbreaks,Kentucky
5069,"As COVID overwhelms Kentucky, rural churches join the vaccine drive : Shots - Health News",Kentucky
5070,COVID-19 mu variant confirmed in Kentucky. Here's what to know,Kentucky
5071,Kentucky COVID-19 Hospitalizations lead the nation,Kentucky
5072,"5 counties in Kentucky listed as critical on COVID-19 map, including 3 in Tri-State",Kentucky
5073,"Lexington COVID-19 cases jump. Variants, camp cluster, fewer restrictions to blame.",Kentucky
5074,Central Kentucky health departments overwhelmed by COVID-19,Kentucky
5075,Fewer COVID-19 restrictions in Kentucky to kick off Memorial Day weekend: What to know,Kentucky
5076,Kentucky school district cancels classes due to COVID cases,Kentucky
5077,A Year of COVID-19 in Kentucky,Kentucky
5078,New COVID-19 variant detected at KY nursing home. 1 vaccinated resident hospitalized.,Kentucky
5079,Delta Variant Fueling Rise In Kentucky COVID-19 Cases,Kentucky
5080,Eastern Kentucky counties see large increase in COVID-19 cases,Kentucky
5081,The delta variant is cutting a devastating swath through Appalachian Kentucky. Here's why:,Kentucky
5082,"Kentucky Children's Hospital at full capacity due to COVID-19, other respiratory illnesses",Kentucky
5083,"Kentucky reports decline in weekly COVID-19 cases, Beshear says",Kentucky
5084,Kentucky sees biggest Covid-19 surge yet,Kentucky
5085,Kentucky loosening more COVID-19 restrictions this month. Here are the changes,Kentucky
5086,How new federal COVID-19 rules will impact Kentucky,Kentucky
5087,COVID-19 in Kentucky: Variant cases have doubled; Beshear says travel OK for fully vaccinated,Kentucky
5088,FEMA sending teams to help areas hard-hit by Kentucky's COVID-19 surge,Kentucky
5089,Ky. hospital sets up tent for overflow capacity as COVID cases surge,Kentucky
5090,Gov. Beshear says official data now shows COVID-19 cases on the decline in Kentucky,Kentucky
5091,COVID-19 cases filling Kentucky ICUs; Bowling Green hospital latest to reach capacity,Kentucky
5092,Tuesday COVID-19 Update: Positivity rate increasing in Kentucky,Kentucky
5093,‘He went downhill so fast.’ Dad who lost 15-year-old KY student to COVID warns others,Kentucky
5094,Do I have to wear a mask? When it’s required and recommended in KY.,Kentucky
5095,‘We are no longer in crisis.’ Beshear ends most COVID-19 restrictions in Kentucky.,Kentucky
5096,Governor Andy Beshear announces fall COVID-19 guidance for K-12 schools as positivity rate nears 8%,Kentucky
5097,'World is on fire': Kentucky health care workers exhausted amidst latest COVID-19 surge,Kentucky
5098,Eight Kentucky counties among top 20 nationwide with highest COVID-19 rates,Kentucky
5099,How you could win $1 million or a scholarship by getting a COVID-19 vaccine in KY,Kentucky
5100,"COVID-19: State Update - 771,837 cases, 14,808 deaths",Louisiana
5101,'It's a matter of time': Louisiana's largest health care provider warns residents about new COVID-19 variant,Louisiana
5102,Louisiana judge blocks nationwide COVID-19 vaccine mandate for health care workers,Louisiana
5103,St. Landry Parish's COVID cases fall 21.8%; Louisiana cases plummet 42.2%,Louisiana
5104,Louisiana Records COVID-19 Number that is Best in the Nation,Louisiana
5105,Shot For $100 vaccine incentive extended through December 31 | La Dept. of Health,Louisiana
5106,Baton Rouge COVID-19 vaccination event on Nov. 21 to feature fun for the whole family | La Dept. of Health,Louisiana
5107,"CDC, LDH recommend Pfizer COVID-19 vaccine for all children ages 5-11 | La Dept. of Health",Louisiana
5108,COVID-19 vaccinations will be required for Louisiana students under proposed health department rule,Louisiana
5109,LDH recommends COVID-19 boosters for all individuals 18 and older ahead of the holiday season | La Dept. of Health,Louisiana
5110,LDH Employee Guidance & Resources | La Dept.,Louisiana
5111,LDH reports over 900 new COVID-19 cases for the state,Louisiana
5112,COVID-19 in schools: See the parishes leading Louisiana in K-12 infections as of Nov. 24,Louisiana
5113,Coalition pushes for this COVID-19 change in Louisiana high schools to stay put,Louisiana
5114,Ascension Parish COVID-19 vaccine tracker: 43% of people fully vaccinated,Louisiana
5115,Only 3 percent of children 5-11 in Louisiana have received COVID shots,Louisiana
5116,COVID-19 Vaccines & Kids | La Dept. of Health,Louisiana
5117,Louisiana Parish's School Employees to Receive COVID-19 Pay,Louisiana
5118,"More than 150 people, including children, receive COVID-19 vaccine at Bayou Classic events",Louisiana
5119,Shot For $100 vaccine incentive program extended to Nov. 30 | La Dept. of Health,Louisiana
5120,Blue Cross covers COVID-19 vaccine boosters at $0 for eligible members,Louisiana
5121,Social workers play key role in community outreach for COVID research,Louisiana
5122,Louisiana History Gallery reopening for first time since COVID-19 pandemic began,Louisiana
5123,"Louisiana congressman to skip Washington Mardi Gras, disagrees with COVID rules",Louisiana
5124,Louisiana Shrimp Task Force to Meet December 8 | Louisiana Department of Wildlife and Fisheries,Louisiana
5125,Louisiana Attorney General: Vaccine mandate halt a 'major win',Louisiana
5126,TODAY: Ochsner Health providing latest information about COVID-19 omicron variant and influenza,Louisiana
5127,"Letters: Too many deaths in Louisiana, let's follow the science, not politics",Louisiana
